Episode,Steps Done,Steps Lost,MSE,Done Counter,Epsilon,Instant Reward,Cummulative Reward
257,299,27,9543.4716796875,29,1.0987789386316313,16697.341714875798,-49256990.15810205
258,299,15,5983.63037109375,29,1.0987789386316313,-6979.380002754546,-49263969.5381048
259,299,35,2053.243408203125,29,1.0987789386316313,-76409.5514796125,-49340379.08958442
260,299,0,32134.724609375,29,1.0987789386316313,-28572.11781827743,-49368951.2074027
261,18,0,2548.869140625,30,1.0438399917000498,3388.3714206923864,-49365562.83598201
262,299,35,10356.0400390625,30,1.0438399917000498,-24403.878476714635,-49389966.71445873
263,128,1,12041.99609375,31,1.0438399917000498,-66695.35458853646,-49456662.069047265
264,299,32,16465.984375,31,1.0438399917000498,-43433.23061035119,-49500095.29965761
265,299,30,21902.244140625,31,1.0438399917000498,-47210.109674026564,-49547305.40933164
266,299,12,104783.6796875,31,1.0438399917000498,23047.25822029259,-49524258.15111135
267,299,33,638.3318481445312,31,1.0438399917000498,-114361.87007635801,-49638620.02118771
268,299,0,130904.4921875,31,1.0438399917000498,18546.376329627128,-49620073.64485808
269,299,22,12677.3603515625,31,1.0438399917000498,23178.188413969092,-49596895.45644411
270,250,34,54958.08984375,32,1.0438399917000498,-47327.06335165679,-49644222.51979576
271,61,0,6309.96533203125,33,1.0438399917000498,-38854.75982095656,-49683077.27961671
272,28,0,61062.78125,34,1.0438399917000498,4582.108337676532,-49678495.171279036
273,299,1,10826.7744140625,34,1.0438399917000498,-73084.45745650525,-49751579.62873554
274,299,3,4840.060546875,34,1.0438399917000498,-76308.86555901452,-49827888.494294554
275,57,0,6748.87109375,35,1.0438399917000498,7332.581482582417,-49820555.91281197
276,299,2,7005.92041015625,35,1.0438399917000498,-14290.62650206884,-49834846.53931404
277,299,0,89614.3671875,35,1.0438399917000498,-237255.72293193382,-50072102.262245975
278,299,0,7068.92431640625,35,1.0438399917000498,-31528.97804859461,-50103631.24029457
279,299,0,28503.40625,35,1.0438399917000498,18357.357278916734,-50085273.883015655
280,299,16,5149.37451171875,35,1.0438399917000498,1735.8082190740565,-50083538.07479658
281,244,0,43702.83203125,36,0.9916479921150473,-154846.29699126302,-50238384.371787846
282,299,0,810.6585083007812,36,0.9916479921150473,24676.212561729048,-50213708.15922612
283,299,0,18870.681640625,36,0.9916479921150473,23740.29081289128,-50189967.868413225
284,114,0,3517.838623046875,37,0.9916479921150473,13492.55335833165,-50176475.31505489
285,299,30,12045.89453125,37,0.9916479921150473,-42534.36744153293,-50219009.68249643
286,299,35,10443.8349609375,37,0.9916479921150473,-114513.47498861565,-50333523.157485045
287,299,64,2310.815185546875,37,0.9916479921150473,-73866.10420293703,-50407389.26168798
288,299,0,1538.6395263671875,37,0.9916479921150473,-90289.85342003062,-50497679.11510801
289,299,0,26808.931640625,37,0.9916479921150473,24691.70126822122,-50472987.413839795
290,299,48,11332.6953125,37,0.9916479921150473,-12093.101043614426,-50485080.51488341
291,299,7,29104.759765625,37,0.9916479921150473,-64405.11685201673,-50549485.63173542
292,66,0,2372.404052734375,38,0.9916479921150473,8672.951419232191,-50540812.68031619
293,299,0,115508.1953125,38,0.9916479921150473,25915.962693805563,-50514896.717622384
294,299,0,130323.4609375,38,0.9916479921150473,29006.939666273385,-50485889.77795611
295,299,0,3809.031982421875,38,0.9916479921150473,-225104.3944798695,-50710994.172435984
296,299,6,94672.4296875,38,0.9916479921150473,-91774.43104170405,-50802768.60347769
297,299,0,109566.7734375,38,0.9916479921150473,-413916.7719629868,-51216685.37544067
298,299,23,3439.9990234375,38,0.9916479921150473,18567.959019310387,-51198117.41642136
299,299,30,4292.88330078125,38,0.9916479921150473,18072.21183769922,-51180045.20458366
300,299,25,12109.0908203125,38,0.9916479921150473,20471.702504825193,-51159573.50207883
301,299,0,10918.2392578125,38,0.9420655925092949,24694.111104370506,-51134879.39097446
302,299,0,5011.87548828125,38,0.9420655925092949,24968.73972098131,-51109910.651253484
303,299,0,753.9884643554688,38,0.9420655925092949,-7925.823078434703,-51117836.474331915
304,299,18,7976.03759765625,38,0.9420655925092949,-181654.95181796784,-51299491.42614988
305,299,40,837.1126098632812,38,0.9420655925092949,-9052.246278602795,-51308543.67242849
306,299,0,14828.1826171875,38,0.9420655925092949,23500.547237628976,-51285043.12519086
307,299,0,20724.572265625,38,0.9420655925092949,27259.661742966895,-51257783.46344789
